"","year","from","to","points","contig","comlang_off","colony","dist","rank","from_number","to_number"
"7585",1987,"Norway","Greece",0,0,0,0,2606.405,11,5,14
"7586",1987,"Norway","Iceland",4,0,0,0,1749.596,7,5,19
"7587",1987,"Norway","Ireland",8,0,0,0,1267.015,3,5,7
"7588",1987,"Norway","Israel",2,0,0,0,3567.665,9,5,13
"7589",1987,"Norway","Italy",0,0,0,0,2010.678,11,5,21
"7590",1987,"Norway","Malta",0,0,0,0,2686.866,11,5,20
"7591",1987,"Norway","Norway",-1,0,0,0,214.0129,-1,5,5
"7592",1987,"Norway","Portugal",0,0,0,0,2739.748,11,5,9
"7593",1987,"Norway","Slovenia",0,0,0,0,1561.207,11,5,23
"7594",1987,"Norway","Spain",0,0,0,0,2390.782,11,5,1
"7595",1987,"Norway","Sweden",0,1,0,0,417.5658,11,5,6
"7596",1987,"Norway","Switzerland",0,0,0,0,1459.379,11,5,10
"7597",1987,"Norway","The Netherlands",0,0,0,0,916.1565,11,5,11
"7598",1987,"Norway","Turkey",0,0,0,0,2447.23,11,5,15
"7599",1987,"Norway","United Kingdom",0,0,0,0,1157.104,11,5,2
"7601",1987,"Portugal","Austria",0,0,0,0,2299.266,11,9,16
"7602",1987,"Portugal","Belgium",0,0,0,0,1711.396,11,9,8
"7603",1987,"Portugal","Croatia",0,0,0,0,2200.561,11,9,22
"7604",1987,"Portugal","Cyprus",0,0,0,0,3766.31,11,9,18
"7605",1987,"Portugal","Denmark",1,0,0,0,2478.47,10,9,17
"7606",1987,"Portugal","Estonia",0,0,0,0,3311.847,11,9,24
"7607",1987,"Portugal","Finland",4,0,0,0,3362.978,7,9,12
"7608",1987,"Portugal","France",0,0,0,0,1452.86,11,9,3
"7609",1987,"Portugal","Germany",5,0,0,0,1892.032,6,9,4
"7610",1987,"Portugal","Greece",0,0,0,0,2853.773,11,9,14
"7611",1987,"Portugal","Iceland",0,0,0,0,2952.572,11,9,19
"7612",1987,"Portugal","Ireland",8,0,0,0,1639.821,3,9,7
"7613",1987,"Portugal","Israel",10,0,0,0,4011.559,2,9,13
"7614",1987,"Portugal","Italy",12,0,0,0,1864.041,1,9,21
"7615",1987,"Portugal","Malta",0,0,0,0,2112.431,11,9,20
"7616",1987,"Portugal","Norway",0,0,0,0,2739.748,11,9,5
"7617",1987,"Portugal","Portugal",-1,0,0,0,114.3257,-1,9,9
"7618",1987,"Portugal","Slovenia",0,0,0,0,2096.808,11,9,23
"7619",1987,"Portugal","Spain",0,1,0,0,500.9223,11,9,1
"7620",1987,"Portugal","Sweden",7,0,0,0,2990.966,4,9,6
"7621",1987,"Portugal","Switzerland",0,0,0,0,1626.974,11,9,10
"7622",1987,"Portugal","The Netherlands",0,0,0,0,1862.043,11,9,11
"7623",1987,"Portugal","Turkey",0,0,0,0,3236.776,11,9,15
"7624",1987,"Portugal","United Kingdom",3,0,0,0,1583.091,8,9,2
"7626",1987,"Slovenia","Austria",-2,1,0,1,277.8844,-1,23,16
"7627",1987,"Slovenia","Belgium",-2,0,0,0,916.7943,-1,23,8
"7628",1987,"Slovenia","Croatia",-2,1,0,0,117.3451,-1,23,22
"7629",1987,"Slovenia","Cyprus",-2,0,0,0,1994.669,-1,23,18
"7630",1987,"Slovenia","Denmark",-2,0,0,0,1076.812,-1,23,17
"7631",1987,"Slovenia","Estonia",-2,0,0,0,1634.182,-1,23,24
"7632",1987,"Slovenia","Finland",-2,0,0,0,1710.822,-1,23,12
"7633",1987,"Slovenia","France",-2,0,0,0,965.7366,-1,23,3
"7634",1987,"Slovenia","Germany",-2,0,0,0,814.8665,-1,23,4
"7635",1987,"Slovenia","Greece",-2,0,0,0,1176.784,-1,23,14
"7636",1987,"Slovenia","Iceland",-2,0,0,0,2999.913,-1,23,19
"7637",1987,"Slovenia","Ireland",-2,0,0,0,1689.878,-1,23,7
"7638",1987,"Slovenia","Israel",-2,0,0,0,2330.303,-1,23,13
"7639",1987,"Slovenia","Italy",-2,1,0,0,492.3427,-1,23,21
"7640",1987,"Slovenia","Malta",-2,0,0,0,1131.545,-1,23,20
"7641",1987,"Slovenia","Norway",-2,0,0,0,1561.207,-1,23,5
"7642",1987,"Slovenia","Portugal",-2,0,0,0,2096.808,-1,23,9
"7643",1987,"Slovenia","Slovenia",-2,0,0,0,53.53165,-1,23,23
"7644",1987,"Slovenia","Spain",-2,0,0,0,1600.555,-1,23,1
"7645",1987,"Slovenia","Sweden",-2,0,0,0,1495.673,-1,23,6
"7646",1987,"Slovenia","Switzerland",-2,0,0,0,549.9726,-1,23,10
"7647",1987,"Slovenia","The Netherlands",-2,0,0,0,986.5178,-1,23,11
"7648",1987,"Slovenia","Turkey",-2,0,0,0,1290.683,-1,23,15
"7649",1987,"Slovenia","United Kingdom",-2,0,0,0,1230.756,-1,23,2
"7651",1987,"Spain","Austria",0,0,0,0,1811.999,11,1,16
"7652",1987,"Spain","Belgium",7,0,0,0,1316.64,4,1,8
"7653",1987,"Spain","Croatia",0,0,0,0,1702.46,11,1,22
"7654",1987,"Spain","Cyprus",0,0,0,0,3288.066,11,1,18
"7655",1987,"Spain","Denmark",0,0,0,0,2074.977,11,1,17
"7656",1987,"Spain","Estonia",0,0,0,0,2895.384,11,1,24
"7657",1987,"Spain","Finland",2,0,0,0,2952.195,9,1,12
"7658",1987,"Spain","France",0,1,0,0,1054.656,11,1,3
"7659",1987,"Spain","Germany",1,0,0,0,1479.332,10,1,4
"7660",1987,"Spain","Greece",0,0,0,0,2372.903,11,1,14
"7661",1987,"Spain","Iceland",4,0,0,0,2894.701,7,1,19
"7662",1987,"Spain","Ireland",10,0,0,0,1450.236,2,1,7
"7663",1987,"Spain","Israel",0,0,0,0,3546.182,11,1,13
"7664",1987,"Spain","Italy",12,0,0,0,1366.76,1,1,21
"7665",1987,"Spain","Malta",0,0,0,0,1670.797,11,1,20
"7666",1987,"Spain","Norway",3,0,0,0,2390.782,8,1,5
"7667",1987,"Spain","Portugal",8,1,0,0,500.9223,3,1,9
"7668",1987,"Spain","Slovenia",0,0,0,0,1600.555,11,1,23
"7669",1987,"Spain","Spain",-1,0,0,0,267.5404,-1,1,1
"7670",1987,"Spain","Sweden",0,0,0,0,2596.908,11,1,6
"7671",1987,"Spain","Switzerland",0,0,0,0,1153.117,11,1,10
"7672",1987,"Spain","The Netherlands",5,0,0,0,1481.366,6,1,11
"7673",1987,"Spain","Turkey",0,0,0,0,2740.029,11,1,15
"7674",1987,"Spain","United Kingdom",0,0,0,0,1263.379,11,1,2
"7676",1987,"Sweden","Austria",0,0,0,0,1242.31,11,6,16
"7677",1987,"Sweden","Belgium",0,0,0,0,1283.716,11,6,8
"7678",1987,"Sweden","Croatia",0,0,0,0,1512.846,11,6,22
"7679",1987,"Sweden","Cyprus",2,0,0,0,2912.221,9,6,18
"7680",1987,"Sweden","Denmark",8,0,0,0,523.7871,3,6,17
"7681",1987,"Sweden","Estonia",0,0,0,1,377.9402,11,6,24
"7682",1987,"Sweden","Finland",3,1,1,1,397.8922,8,6,12
"7683",1987,"Sweden","France",0,0,0,0,1545.797,11,6,3
"7684",1987,"Sweden","Germany",7,0,0,0,1118.929,4,6,4
"7685",1987,"Sweden","Greece",6,0,0,0,2408.377,5,6,14
"7686",1987,"Sweden","Iceland",0,0,0,0,2138.135,11,6,19
"7687",1987,"Sweden","Ireland",12,0,0,0,1631.147,1,6,7
"7688",1987,"Sweden","Israel",4,0,0,0,3277.226,7,6,13
"7689",1987,"Sweden","Italy",1,0,0,0,1980.122,10,6,21
"7690",1987,"Sweden","Malta",0,0,0,0,2620.794,11,6,20
"7691",1987,"Sweden","Norway",10,1,0,0,417.5658,2,6,5
"7692",1987,"Sweden","Portugal",0,0,0,0,2990.966,11,6,9
"7693",1987,"Sweden","Slovenia",0,0,0,0,1495.673,11,6,23
"7694",1987,"Sweden","Spain",0,0,0,0,2596.908,11,6,1
"7695",1987,"Sweden","Sweden",-1,0,0,0,252.3032,-1,6,6
"7696",1987,"Sweden","Switzerland",0,0,0,0,1546.508,11,6,10
"7697",1987,"Sweden","The Netherlands",0,0,0,0,1128.93,11,6,11
"7698",1987,"Sweden","Turkey",0,0,0,0,2172.529,11,6,15
"7699",1987,"Sweden","United Kingdom",5,0,0,0,1437.571,6,6,2
"7701",1987,"Switzerland","Austria",0,1,1,0,684.8875,11,10,16
"7702",1987,"Switzerland","Belgium",0,0,1,0,487.4555,11,10,8
"7703",1987,"Switzerland","Croatia",0,0,0,0,667.2937,11,10,22
"7704",1987,"Switzerland","Cyprus",4,0,0,0,2523.252,7,10,18
"7705",1987,"Switzerland","Denmark",3,0,0,0,1033.508,8,10,17
"7706",1987,"Switzerland","Estonia",0,0,0,0,1794.213,11,10,24
"7707",1987,"Switzerland","Finland",0,0,0,0,1859.36,11,10,12
"7708",1987,"Switzerland","France",2,1,1,0,436.0778,9,10,3
"7709",1987,"Switzerland","Germany",1,1,1,0,503.8007,10,10,4
"7710",1987,"Switzerland","Greece",0,0,0,0,1662.651,11,10,14
"7711",1987,"Switzerland","Iceland",0,0,0,0,2617.349,11,10,19
"7712",1987,"Switzerland","Ireland",12,0,0,0,1203.958,1,10,7
"7713",1987,"Switzerland","Israel",8,0,0,0,2847.535,3,10,13
"7714",1987,"Switzerland","Italy",7,1,1,0,692.6592,4,10,21
"7715",1987,"Switzerland","Malta",0,0,0,0,1363.745,11,10,20
"7716",1987,"Switzerland","Norway",6,0,0,0,1459.379,5,10,5
"7717",1987,"Switzerland","Portugal",0,0,0,0,1626.974,11,10,9
"7718",1987,"Switzerland","Slovenia",0,0,0,0,549.9726,11,10,23
"7719",1987,"Switzerland","Spain",0,0,0,0,1153.117,11,10,1
"7720",1987,"Switzerland","Sweden",0,0,0,0,1546.508,11,10,6
"7721",1987,"Switzerland","Switzerland",-1,0,0,0,76.42681,-1,10,10
"7722",1987,"Switzerland","The Netherlands",10,0,0,0,628.025,2,10,11
"7723",1987,"Switzerland","Turkey",0,0,0,0,1837.154,11,10,15
"7724",1987,"Switzerland","United Kingdom",5,0,0,0,748.7117,6,10,2
"7726",1987,"The Netherlands","Austria",0,0,0,0,934.7828,11,11,16
"7727",1987,"The Netherlands","Belgium",0,1,1,0,173.0333,11,11,8
"7728",1987,"The Netherlands","Croatia",0,0,0,0,1085.255,11,11,22
"7729",1987,"The Netherlands","Cyprus",2,0,0,0,2949.04,9,11,18
"7730",1987,"The Netherlands","Denmark",6,0,0,0,622.9741,5,11,17
"7731",1987,"The Netherlands","Estonia",0,0,0,0,1459.083,11,11,24
"7732",1987,"The Netherlands","Finland",8,0,0,0,1505.523,3,11,12
"7733",1987,"The Netherlands","France",1,0,0,0,427.9169,10,11,3
"7734",1987,"The Netherlands","Germany",10,1,0,0,173.5239,2,11,4
"7735",1987,"The Netherlands","Greece",5,0,0,0,2162.912,6,11,14
"7736",1987,"The Netherlands","Iceland",0,0,0,0,2022.635,11,11,19
"7737",1987,"The Netherlands","Ireland",12,0,0,0,756.7269,1,11,7
"7738",1987,"The Netherlands","Israel",3,0,0,0,3296.282,8,11,13
"7739",1987,"The Netherlands","Italy",0,0,0,0,1297.695,11,11,21
"7740",1987,"The Netherlands","Malta",0,0,0,0,1981.948,11,11,20
"7741",1987,"The Netherlands","Norway",4,0,0,0,916.1565,7,11,5
"7742",1987,"The Netherlands","Portugal",0,0,0,0,1862.043,11,11,9
"7743",1987,"The Netherlands","Slovenia",0,0,0,0,986.5178,11,11,23
"7744",1987,"The Netherlands","Spain",0,0,0,0,1481.366,11,11,1
"7745",1987,"The Netherlands","Sweden",0,0,0,0,1128.93,11,11,6
"7746",1987,"The Netherlands","Switzerland",7,0,0,0,628.025,4,11,10
"7747",1987,"The Netherlands","The Netherlands",-1,0,0,0,76.95715,-1,11,11
"7748",1987,"The Netherlands","Turkey",0,0,0,0,2209.789,11,11,15
"7749",1987,"The Netherlands","United Kingdom",0,0,0,0,360.315,11,11,2
"7751",1987,"Turkey","Austria",0,0,0,0,1275.02,11,15,16
"7752",1987,"Turkey","Belgium",4,0,0,0,2179.392,7,15,8
"7753",1987,"Turkey","Croatia",0,0,0,0,1174.147,11,15,22
"7754",1987,"Turkey","Cyprus",0,0,1,1,759.5555,11,15,18
"7755",1987,"Turkey","Denmark",1,0,0,0,2018.479,10,15,17
"7756",1987,"Turkey","Estonia",0,0,0,0,2066.79,11,15,24
"7757",1987,"Turkey","Finland",0,0,0,0,2143.137,11,15,12
"7758",1987,"Turkey","France",0,0,0,0,2255.81,11,15,3
"7759",1987,"Turkey","Germany",6,0,0,0,2038.332,5,15,4
"7760",1987,"Turkey","Greece",0,1,0,1,560.7139,11,15,14
"7761",1987,"Turkey","Iceland",0,0,0,0,4123.079,11,15,19
"7762",1987,"Turkey","Ireland",10,0,0,0,2953.092,2,15,7
"7763",1987,"Turkey","Israel",0,0,0,0,1123.008,11,15,13
"7764",1987,"Turkey","Italy",8,0,0,0,1373.27,3,15,21
"7765",1987,"Turkey","Malta",0,0,0,0,1377.856,11,15,20
"7766",1987,"Turkey","Norway",0,0,0,0,2447.23,11,15,5
"7767",1987,"Turkey","Portugal",0,0,0,0,3236.776,11,15,9
"7768",1987,"Turkey","Slovenia",0,0,0,0,1290.683,11,15,23
"7769",1987,"Turkey","Spain",0,0,0,0,2740.029,11,15,1
"7770",1987,"Turkey","Sweden",2,0,0,0,2172.529,9,15,6
"7771",1987,"Turkey","Switzerland",5,0,0,0,1837.154,6,15,10
"7772",1987,"Turkey","The Netherlands",7,0,0,0,2209.789,4,15,11
"7773",1987,"Turkey","Turkey",-1,0,0,0,332.3085,-1,15,15
"7774",1987,"Turkey","United Kingdom",3,0,0,0,2501.886,8,15,2
"7776",1987,"United Kingdom","Austria",0,0,0,0,1238.199,11,2,16
"7777",1987,"United Kingdom","Belgium",8,0,0,0,323.7796,3,2,8
"7778",1987,"United Kingdom","Croatia",0,0,0,0,1341.216,11,2,22
"7779",1987,"United Kingdom","Cyprus",6,0,0,1,3223.638,5,2,18
"7780",1987,"United Kingdom","Denmark",7,0,0,0,959.5936,4,2,17
"7781",1987,"United Kingdom","Estonia",0,0,0,0,1787.092,11,2,24
"7782",1987,"United Kingdom","Finland",0,0,0,0,1826.928,11,2,12
"7783",1987,"United Kingdom","France",0,0,0,0,342.9475,11,2,3
"7784",1987,"United Kingdom","Germany",10,0,0,0,495.3633,2,2,4
"7785",1987,"United Kingdom","Greece",5,0,0,0,2394.85,6,2,14
"7786",1987,"United Kingdom","Iceland",0,0,0,0,1891.859,11,2,19
"7787",1987,"United Kingdom","Ireland",12,1,1,1,460.4115,1,2,7
"7788",1987,"United Kingdom","Israel",4,0,1,1,3561.059,7,2,13
"7789",1987,"United Kingdom","Italy",1,0,0,0,1438.425,10,2,21
"7790",1987,"United Kingdom","Malta",0,0,1,1,2092.273,11,2,20
"7791",1987,"United Kingdom","Norway",0,0,0,0,1157.104,11,2,5
"7792",1987,"United Kingdom","Portugal",0,0,0,0,1583.091,11,2,9
"7793",1987,"United Kingdom","Slovenia",0,0,0,0,1230.756,11,2,23
"7794",1987,"United Kingdom","Spain",0,0,0,0,1263.379,11,2,1
"7795",1987,"United Kingdom","Sweden",0,0,0,0,1437.571,11,2,6
"7796",1987,"United Kingdom","Switzerland",0,0,0,0,748.7117,11,2,10
"7797",1987,"United Kingdom","The Netherlands",3,0,0,0,360.315,8,2,11
"7798",1987,"United Kingdom","Turkey",0,0,0,0,2501.886,11,2,15
"7799",1987,"United Kingdom","United Kingdom",-1,0,0,0,185.8346,-1,2,2
"7801",1988,"Austria","Austria",-1,0,0,0,108.9196,-1,16,16
"7802",1988,"Austria","Belgium",0,0,1,0,914.4633,11,16,8
"7803",1988,"Austria","Croatia",0,0,0,1,270.6798,11,16,22
"7804",1988,"Austria","Cyprus",0,0,0,0,2017.949,11,16,18
"7805",1988,"Austria","Denmark",12,0,0,0,868.5304,1,16,17
"7806",1988,"Austria","Estonia",0,0,0,0,1360.358,11,16,24
"7807",1988,"Austria","Finland",0,0,0,0,1437.813,11,16,12
"7808",1988,"Austria","France",7,0,0,0,1035.144,4,16,3
"7809",1988,"Austria","Germany",0,1,1,0,763.7314,11,16,4
"7810",1988,"Austria","Greece",0,0,0,0,1283.6,11,16,14
"7811",1988,"Austria","Iceland",0,0,0,0,2891.521,11,16,19
"7812",1988,"Austria","Ireland",6,0,0,0,1681.996,5,16,7
"7813",1988,"Austria","Israel",2,0,0,0,2369.546,9,16,13
"7814",1988,"Austria","Italy",5,1,0,0,767.4132,6,16,21
"7815",1988,"Austria","Malta",0,0,0,0,1379.07,11,16,20
"7816",1988,"Austria","Norway",3,0,0,0,1351.699,8,16,5
"7817",1988,"Austria","Portugal",0,0,0,0,2299.266,11,16,9
"7818",1988,"Austria","Slovenia",0,1,0,1,277.8844,11,16,23
"7819",1988,"Austria","Spain",8,0,0,0,1811.999,3,16,1
"7820",1988,"Austria","Sweden",0,0,0,0,1242.31,11,16,6
"7821",1988,"Austria","Switzerland",0,1,1,0,684.8875,11,16,10
"7822",1988,"Austria","The Netherlands",0,0,0,0,934.7828,11,16,11
"7823",1988,"Austria","Turkey",0,0,0,0,1275.02,11,16,15
"7824",1988,"Austria","United Kingdom",10,0,0,0,1238.199,2,16,2
"7826",1988,"Belgium","Austria",0,0,1,0,914.4633,11,8,16
"7827",1988,"Belgium","Belgium",-1,0,0,0,68.44467,-1,8,8
"7828",1988,"Belgium","Croatia",0,0,0,0,1024.412,11,8,22
"7829",1988,"Belgium","Cyprus",0,0,0,0,2904.975,11,8,18
"7830",1988,"Belgium","Denmark",7,0,0,0,767.1575,4,8,17
"7831",1988,"Belgium","Estonia",0,0,0,0,1601.098,11,8,24
"7832",1988,"Belgium","Finland",0,0,0,0,1651.582,11,8,12
"7833",1988,"Belgium","France",2,1,1,0,262.3845,9,8,3
"7834",1988,"Belgium","Germany",0,1,1,0,196.8761,11,8,4
"7835",1988,"Belgium","Greece",0,0,0,0,2089.225,11,8,14
"7836",1988,"Belgium","Iceland",0,0,0,0,2133.168,11,8,19
"7837",1988,"Belgium","Ireland",5,0,0,0,775.6281,6,8,7
"7838",1988,"Belgium","Israel",10,0,0,0,3245.262,2,8,13
"7839",1988,"Belgium","Italy",0,0,0,0,1174.904,11,8,21
"7840",1988,"Belgium","Malta",0,0,0,0,1851.035,11,8,20
"7841",1988,"Belgium","Norway",3,0,0,0,1087.773,8,8,5
"7842",1988,"Belgium","Portugal",0,0,0,0,1711.396,11,8,9
"7843",1988,"Belgium","Slovenia",0,0,0,0,916.7943,11,8,23
"7844",1988,"Belgium","Spain",6,0,0,0,1316.64,5,8,1
"7845",1988,"Belgium","Sweden",1,0,0,0,1283.716,10,8,6
"7846",1988,"Belgium","Switzerland",4,0,1,0,487.4555,7,8,10
"7847",1988,"Belgium","The Netherlands",0,1,1,0,173.0333,11,8,11
"7848",1988,"Belgium","Turkey",0,0,0,0,2179.392,11,8,15
"7849",1988,"Belgium","United Kingdom",12,0,0,0,323.7796,1,8,2
"7851",1988,"Croatia","Austria",-2,0,0,1,270.6798,-1,22,16
"7852",1988,"Croatia","Belgium",-2,0,0,0,1024.412,-1,22,8
"7853",1988,"Croatia","Croatia",-2,0,0,0,89.43428,-1,22,22
"7854",1988,"Croatia","Cyprus",-2,0,0,0,1882.583,-1,22,18
"7855",1988,"Croatia","Denmark",-2,0,0,0,1123.37,-1,22,17
"7856",1988,"Croatia","Estonia",-2,0,0,0,1624.37,-1,22,24
"7857",1988,"Croatia","Finland",-2,0,0,0,1702.673,-1,22,12
"7858",1988,"Croatia","France",-2,0,0,0,1081.762,-1,22,3
"7859",1988,"Croatia","Germany",-2,0,0,0,912.2662,-1,22,4
"7860",1988,"Croatia","Greece",-2,0,0,0,1079.422,-1,22,14
"7861",1988,"Croatia","Iceland",-2,0,0,0,3089.354,-1,22,19
"7862",1988,"Croatia","Ireland",-2,0,0,0,1799.206,-1,22,7
"7863",1988,"Croatia","Israel",-2,0,0,0,2220.875,-1,22,13
"7864",1988,"Croatia","Italy",-2,0,0,0,517.0557,-1,22,21
"7865",1988,"Croatia","Malta",-2,0,0,0,1108.396,-1,22,20
"7866",1988,"Croatia","Norway",-2,0,0,0,1608.583,-1,22,5
"7867",1988,"Croatia","Portugal",-2,0,0,0,2200.561,-1,22,9
"7868",1988,"Croatia","Slovenia",-2,1,0,0,117.3451,-1,22,23
"7869",1988,"Croatia","Spain",-2,0,0,0,1702.46,-1,22,1
"7870",1988,"Croatia","Sweden",-2,0,0,0,1512.846,-1,22,6
"7871",1988,"Croatia","Switzerland",-2,0,0,0,667.2937,-1,22,10
"7872",1988,"Croatia","The Netherlands",-2,0,0,0,1085.255,-1,22,11
"7873",1988,"Croatia","Turkey",-2,0,0,0,1174.147,-1,22,15
"7874",1988,"Croatia","United Kingdom",-2,0,0,0,1341.216,-1,22,2
"7876",1988,"Cyprus","Austria",-2,0,0,0,2017.949,-1,18,16
"7877",1988,"Cyprus","Belgium",-2,0,0,0,2904.975,-1,18,8
"7878",1988,"Cyprus","Croatia",-2,0,0,0,1882.583,-1,18,22
"7879",1988,"Cyprus","Cyprus",-2,0,0,0,36.17663,-1,18,18
"7880",1988,"Cyprus","Denmark",-2,0,0,0,2777.919,-1,18,17
"7881",1988,"Cyprus","Estonia",-2,0,0,0,2772.545,-1,18,24
"7882",1988,"Cyprus","Finland",-2,0,0,0,2845.096,-1,18,12
"7883",1988,"Cyprus","France",-2,0,0,0,2954.551,-1,18,3
"7884",1988,"Cyprus","Germany",-2,0,0,0,2776.08,-1,18,4
"7885",1988,"Cyprus","Greece",-2,0,1,1,915.6595,-1,18,14
"7886",1988,"Cyprus","Iceland",-2,0,0,0,4882.096,-1,18,19
"7887",1988,"Cyprus","Ireland",-2,0,0,0,3680.572,-1,18,7
"7888",1988,"Cyprus","Israel",-2,0,0,0,365.6896,-1,18,13
"7889",1988,"Cyprus","Italy",-2,0,0,0,1957.84,-1,18,21
"7890",1988,"Cyprus","Malta",-2,0,0,0,1703.866,-1,18,20
"7891",1988,"Cyprus","Norway",-2,0,0,0,3202.21,-1,18,5
"7892",1988,"Cyprus","Portugal",-2,0,0,0,3766.31,-1,18,9
"7893",1988,"Cyprus","Slovenia",-2,0,0,0,1994.669,-1,18,23
"7894",1988,"Cyprus","Spain",-2,0,0,0,3288.066,-1,18,1
"7895",1988,"Cyprus","Sweden",-2,0,0,0,2912.221,-1,18,6
"7896",1988,"Cyprus","Switzerland",-2,0,0,0,2523.252,-1,18,10
"7897",1988,"Cyprus","The Netherlands",-2,0,0,0,2949.04,-1,18,11
"7898",1988,"Cyprus","Turkey",-2,0,1,1,759.5555,-1,18,15
"7899",1988,"Cyprus","United Kingdom",-2,0,0,1,3223.638,-1,18,2
"7901",1988,"Denmark","Austria",0,0,0,0,868.5304,11,17,16
"7902",1988,"Denmark","Belgium",0,0,0,0,767.1575,11,17,8
"7903",1988,"Denmark","Croatia",0,0,0,0,1123.37,11,17,22
"7904",1988,"Denmark","Cyprus",0,0,0,0,2777.919,11,17,18
"7905",1988,"Denmark","Denmark",-1,0,0,0,78.08043,-1,17,17
"7906",1988,"Denmark","Estonia",0,0,0,0,836.2802,11,17,24
"7907",1988,"Denmark","Finland",0,0,0,0,884.6371,11,17,12
"7908",1988,"Denmark","France",3,0,0,0,1027.609,8,17,3
"7909",1988,"Denmark","Germany",6,1,0,0,595.8536,5,17,4
"7910",1988,"Denmark","Greece",0,0,0,0,2135.535,11,17,14
"7911",1988,"Denmark","Iceland",4,0,0,1,2111.384,7,17,19
"7912",1988,"Denmark","Ireland",7,0,0,0,1240.498,4,17,7
"7913",1988,"Denmark","Israel",0,0,0,0,3141.281,11,17,13
"7914",1988,"Denmark","Italy",0,0,0,0,1534.086,11,17,21
"7915",1988,"Denmark","Malta",0,0,0,0,2204.997,11,17,20
"7916",1988,"Denmark","Norway",5,0,0,0,485.3148,6,17,5
"7917",1988,"Denmark","Portugal",0,0,0,0,2478.47,11,17,9
"7918",1988,"Denmark","Slovenia",0,0,0,0,1076.812,11,17,23
"7919",1988,"Denmark","Spain",1,0,0,0,2074.977,10,17,1
"7920",1988,"Denmark","Sweden",8,0,0,0,523.7871,3,17,6
"7921",1988,"Denmark","Switzerland",0,0,0,0,1033.508,11,17,10
"7922",1988,"Denmark","The Netherlands",0,0,0,0,622.9741,11,17,11
"7923",1988,"Denmark","Turkey",0,0,0,0,2018.479,11,17,15
"7924",1988,"Denmark","United Kingdom",10,0,0,0,959.5936,2,17,2
"7926",1988,"Estonia","Austria",-2,0,0,0,1360.358,-1,24,16
"7927",1988,"Estonia","Belgium",-2,0,0,0,1601.098,-1,24,8
"7928",1988,"Estonia","Croatia",-2,0,0,0,1624.37,-1,24,22
"7929",1988,"Estonia","Cyprus",-2,0,0,0,2772.545,-1,24,18
"7930",1988,"Estonia","Denmark",-2,0,0,0,836.2802,-1,24,17
"7931",1988,"Estonia","Estonia",-2,0,0,0,79.98945,-1,24,24
"7932",1988,"Estonia","Finland",-2,0,0,0,80.98481,-1,24,12
"7933",1988,"Estonia","France",-2,0,0,0,1859.091,-1,24,3
"7934",1988,"Estonia","Germany",-2,0,0,0,1421.076,-1,24,4
"7935",1988,"Estonia","Greece",-2,0,0,0,2384.76,-1,24,14
"7936",1988,"Estonia","Iceland",-2,0,0,0,2454.359,-1,24,19
"7937",1988,"Estonia","Ireland",-2,0,0,0,2005.127,-1,24,7
"7938",1988,"Estonia","Israel",-2,0,0,0,3132.21,-1,24,13
"7939",1988,"Estonia","Italy",-2,0,0,0,2126.436,-1,24,21
"7940",1988,"Estonia","Malta",-2,0,0,0,2719.935,-1,24,20
"7941",1988,"Estonia","Norway",-2,0,0,0,787.4166,-1,24,5
"7942",1988,"Estonia","Portugal",-2,0,0,0,3311.847,-1,24,9
"7943",1988,"Estonia","Slovenia",-2,0,0,0,1634.182,-1,24,23
"7944",1988,"Estonia","Spain",-2,0,0,0,2895.384,-1,24,1
"7945",1988,"Estonia","Sweden",-2,0,0,1,377.9402,-1,24,6
"7946",1988,"Estonia","Switzerland",-2,0,0,0,1794.213,-1,24,10
"7947",1988,"Estonia","The Netherlands",-2,0,0,0,1459.083,-1,24,11
"7948",1988,"Estonia","Turkey",-2,0,0,0,2066.79,-1,24,15
"7949",1988,"Estonia","United Kingdom",-2,0,0,0,1787.092,-1,24,2
"7951",1988,"Finland","Austria",0,0,0,0,1437.813,11,12,16
"7952",1988,"Finland","Belgium",0,0,0,0,1651.582,11,12,8
"7953",1988,"Finland","Croatia",0,0,0,0,1702.673,11,12,22
"7954",1988,"Finland","Cyprus",0,0,0,0,2845.096,11,12,18
"7955",1988,"Finland","Denmark",4,0,0,0,884.6371,7,12,17
"7956",1988,"Finland","Estonia",0,0,0,0,80.98481,11,12,24
"7957",1988,"Finland","Finland",-1,0,0,0,218.2159,-1,12,12
"7958",1988,"Finland","France",3,0,0,0,1911.138,8,12,3
"7959",1988,"Finland","Germany",0,0,0,0,1474.956,11,12,4
"7960",1988,"Finland","Greece",0,0,0,0,2465.045,11,12,14
"7961",1988,"Finland","Iceland",0,0,0,0,2424.555,11,12,19
"7962",1988,"Finland","Ireland",2,0,0,0,2028.749,9,12,7
"7963",1988,"Finland","Israel",6,0,0,0,3203.884,5,12,13
"7964",1988,"Finland","Italy",8,0,0,0,2203.158,3,12,21
"7965",1988,"Finland","Malta",0,0,0,0,2799.607,11,12,20
"7966",1988,"Finland","Norway",7,1,0,0,791.2361,4,12,5
"7967",1988,"Finland","Portugal",0,0,0,0,3362.978,11,12,9
"7968",1988,"Finland","Slovenia",0,0,0,0,1710.822,11,12,23
"7969",1988,"Finland","Spain",0,0,0,0,2952.195,11,12,1
"7970",1988,"Finland","Sweden",0,1,1,1,397.8922,11,12,6
